,0
High Price (LKR),0.5255774
MA-4,0.43173164
Lag-1 Wk,0.032576237
MA-8,0.004371309
Lag-2 Wk,0.0026220684
vs MA4,0.0010830646
Chg%,0.00037316803
Grade_Enc,0.00034159078
Momentum,0.00028618425
Dist_Enc,0.0002509163
Temp °C,0.0002009024
Rain mm,0.00010810899
Lag-4 Wk,9.336296e-05
Humidity%,8.794276e-05
Rain 3M Avg,8.604835e-05
Harvest?,6.8985515e-05
Month,5.4136664e-05
Week,5.315565e-05
Season_Enc,3.3846023e-05
Crop_Enc,0.0
