importance
0.26294731223815687
0.2005900516991915
0.1784737776843712
0.14278701284998288
0.10231229429214833
0.047372768497883966
0.021632704096033215
0.017397851844769184
0.01598002363082869
0.004206030911070697
0.002817883291365536
0.0013049430729201396
0.0009261110560559322
0.0007474069989171495
0.0003463662616028596
0.00015746157470179417
